Index: 0, Class ID: n01440764, Label: tench
Index: 560, Class ID: n03379051, Label: football_helmet
Index: 561, Class ID: n03384352, Label: forklift
Index: 562, Class ID: n03388043, Label: fountain
Index: 563, Class ID: n03388183, Label: fountain_pen
Index: 564, Class ID: n03388549, Label: four-poster
Index: 565, Class ID: n03393912, Label: freight_car
Index: 566, Class ID: n03394916, Label: French_horn
Index: 567, Class ID: n03400231, Label: frying_pan
Index: 568, Class ID: n03404251, Label: fur_coat
Index: 569, Class ID: n03417042, Label: garbage_truck
Index: 570, Class ID: n03424325, Label: gasmask
Index: 571, Class ID: n03425413, Label: gas_pump
Index: 572, Class ID: n03443371, Label: goblet
Index: 573, Class ID: n03444034, Label: go-kart
Index: 574, Class ID: n03445777, Label: golf_ball
Index: 575, Class ID: n03445924, Label: golfcart
Index: 576, Class ID: n03447447, Label: gondola
Index: 577, Class ID: n03447721, Label: gong
Index: 578, Class ID: n03450230, Label: gown
Index: 579, Class ID: n03452741, Label: grand_piano
Index: 580, Class ID: n03457902, Label: greenhouse
Index: 581, Class ID: n03459775, Label: grille
Index: 582, Class ID: n03461385, Label: grocery_store
Index: 583, Class ID: n03467068, Label: guillotine
Index: 584, Class ID: n03476684, Label: hair_slide
Index: 585, Class ID: n03476991, Label: hair_spray
Index: 586, Class ID: n03478589, Label: half_track
Index: 587, Class ID: n03481172, Label: hammer
Index: 588, Class ID: n03482405, Label: hamper
Index: 589, Class ID: n03483316, Label: hand_blower
Index: 590, Class ID: n03485407, Label: hand-held_computer
Index: 591, Class ID: n03485794, Label: handkerchief
Index: 592, Class ID: n03492542, Label: hard_disc
Index: 593, Class ID: n03494278, Label: harmonica
Index: 594, Class ID: n03495258, Label: harp
Index: 595, Class ID: n03496892, Label: harvester
Index: 596, Class ID: n03498962, Label: hatchet
Index: 597, Class ID: n03527444, Label: holster
Index: 598, Class ID: n03529860, Label: home_theater
Index: 599, Class ID: n03530642, Label: honeycomb
Index: 600, Class ID: n03532672, Label: hook
Index: 601, Class ID: n03534580, Label: hoopskirt
Index: 602, Class ID: n03535780, Label: horizontal_bar
Index: 603, Class ID: n03538406, Label: horse_cart
Index: 604, Class ID: n03544143, Label: hourglass
Index: 605, Class ID: n03584254, Label: iPod
Index: 606, Class ID: n03584829, Label: iron
Index: 607, Class ID: n03590841, Label: jack-o'-lantern
Index: 608, Class ID: n03594734, Label: jean
Index: 609, Class ID: n03594945, Label: jeep
Index: 610, Class ID: n03595614, Label: jersey
Index: 611, Class ID: n03598930, Label: jigsaw_puzzle
Index: 612, Class ID: n03599486, Label: jinrikisha
Index: 613, Class ID: n03602883, Label: joystick
Index: 614, Class ID: n03617480, Label: kimono
Index: 615, Class ID: n03623198, Label: knee_pad
Index: 616, Class ID: n03627232, Label: knot
Index: 617, Class ID: n03630383, Label: lab_coat
Index: 618, Class ID: n03633091, Label: ladle
Index: 619, Class ID: n03637318, Label: lampshade
Index: 620, Class ID: n03642806, Label: laptop
Index: 621, Class ID: n03649909, Label: lawn_mower
Index: 622, Class ID: n03657121, Label: lens_cap
Index: 623, Class ID: n03658185, Label: letter_opener
Index: 624, Class ID: n03661043, Label: library
Index: 625, Class ID: n03662601, Label: lifeboat
Index: 626, Class ID: n03666591, Label: lighter
Index: 627, Class ID: n03670208, Label: limousine
Index: 628, Class ID: n03673027, Label: liner
Index: 629, Class ID: n03676483, Label: lipstick
Index: 630, Class ID: n03680355, Label: Loafer
Index: 631, Class ID: n03690938, Label: lotion
Index: 632, Class ID: n03691459, Label: loudspeaker
Index: 633, Class ID: n03692522, Label: loupe
Index: 634, Class ID: n03697007, Label: lumbermill
Index: 635, Class ID: n03706229, Label: magnetic_compass
Index: 636, Class ID: n03709823, Label: mailbag
Index: 637, Class ID: n03710193, Label: mailbox
Index: 638, Class ID: n03710637, Label: maillot
Index: 639, Class ID: n03710721, Label: maillot
Index: 640, Class ID: n03717622, Label: manhole_cover
Index: 641, Class ID: n03720891, Label: maraca
Index: 642, Class ID: n03721384, Label: marimba
Index: 643, Class ID: n03724870, Label: mask
Index: 644, Class ID: n03729826, Label: matchstick
Index: 645, Class ID: n03733131, Label: maypole
Index: 646, Class ID: n03733281, Label: maze
Index: 647, Class ID: n03733805, Label: measuring_cup
Index: 648, Class ID: n03742115, Label: medicine_chest
Index: 649, Class ID: n03743016, Label: megalith
Index: 650, Class ID: n03759954, Label: microphone
Index: 651, Class ID: n03761084, Label: microwave
Index: 652, Class ID: n03763968, Label: military_uniform
Index: 653, Class ID: n03764736, Label: milk_can
Index: 654, Class ID: n03769881, Label: minibus
Index: 655, Class ID: n03770439, Label: miniskirt
Index: 656, Class ID: n03770679, Label: minivan
Index: 657, Class ID: n03773504, Label: missile
Index: 658, Class ID: n03775071, Label: mitten
Index: 659, Class ID: n03775546, Label: mixing_bowl
Index: 660, Class ID: n03776460, Label: mobile_home
Index: 661, Class ID: n03777568, Label: Model_T
Index: 662, Class ID: n03777754, Label: modem
Index: 663, Class ID: n03781244, Label: monastery
Index: 664, Class ID: n03782006, Label: monitor
Index: 665, Class ID: n03785016, Label: moped
Index: 666, Class ID: n03786901, Label: mortar
Index: 667, Class ID: n03787032, Label: mortarboard
Index: 668, Class ID: n03788195, Label: mosque
Index: 669, Class ID: n03788365, Label: mosquito_net
Index: 670, Class ID: n03791053, Label: motor_scooter
Index: 671, Class ID: n03792782, Label: mountain_bike
Index: 672, Class ID: n03792972, Label: mountain_tent
Index: 673, Class ID: n03793489, Label: mouse
Index: 674, Class ID: n03794056, Label: mousetrap
Index: 675, Class ID: n03796401, Label: moving_van
Index: 676, Class ID: n03803284, Label: muzzle
Index: 677, Class ID: n03804744, Label: nail
Index: 678, Class ID: n03814639, Label: neck_brace
Index: 679, Class ID: n03814906, Label: necklace
Index: 680, Class ID: n03825788, Label: nipple
Index: 681, Class ID: n03832673, Label: notebook
Index: 682, Class ID: n03837869, Label: obelisk
Index: 683, Class ID: n03838899, Label: oboe
Index: 684, Class ID: n03840681, Label: ocarina
Index: 685, Class ID: n03841143, Label: odometer
Index: 686, Class ID: n03843555, Label: oil_filter
Index: 687, Class ID: n03854065, Label: organ
Index: 688, Class ID: n03857828, Label: oscilloscope
Index: 689, Class ID: n03866082, Label: overskirt
Index: 690, Class ID: n03868242, Label: oxcart
Index: 691, Class ID: n03868863, Label: oxygen_mask
Index: 692, Class ID: n03871628, Label: packet
Index: 693, Class ID: n03873416, Label: paddle
Index: 694, Class ID: n03874293, Label: paddlewheel
Index: 695, Class ID: n03874599, Label: padlock
Index: 696, Class ID: n03876231, Label: paintbrush
Index: 697, Class ID: n03877472, Label: pajama
Index: 698, Class ID: n03877845, Label: palace
Index: 699, Class ID: n03884397, Label: panpipe
Index: 700, Class ID: n03887697, Label: paper_towel
Index: 701, Class ID: n03888257, Label: parachute
Index: 702, Class ID: n03888605, Label: parallel_bars
Index: 703, Class ID: n03891251, Label: park_bench
Index: 704, Class ID: n03891332, Label: parking_meter
Index: 705, Class ID: n03895866, Label: passenger_car
Index: 706, Class ID: n03899768, Label: patio
Index: 707, Class ID: n03902125, Label: pay-phone
Index: 708, Class ID: n03903868, Label: pedestal
Index: 709, Class ID: n03908618, Label: pencil_box
Index: 710, Class ID: n03908714, Label: pencil_sharpener
Index: 711, Class ID: n03916031, Label: perfume
Index: 712, Class ID: n03920288, Label: Petri_dish
Index: 713, Class ID: n03924679, Label: photocopier
Index: 714, Class ID: n03929660, Label: pick
Index: 715, Class ID: n03929855, Label: pickelhaube
Index: 716, Class ID: n03930313, Label: picket_fence
Index: 717, Class ID: n03930630, Label: pickup
Index: 718, Class ID: n03933933, Label: pier
Index: 719, Class ID: n03935335, Label: piggy_bank
Index: 720, Class ID: n03937543, Label: pill_bottle
Index: 721, Class ID: n03938244, Label: pillow
Index: 722, Class ID: n03942813, Label: ping-pong_ball
Index: 723, Class ID: n03944341, Label: pinwheel
Index: 724, Class ID: n03947888, Label: pirate
Index: 725, Class ID: n03950228, Label: pitcher
Index: 726, Class ID: n03954731, Label: plane
Index: 727, Class ID: n03956157, Label: planetarium
Index: 728, Class ID: n03958227, Label: plastic_bag
Index: 729, Class ID: n03961711, Label: plate_rack
Index: 730, Class ID: n03967562, Label: plow
Index: 731, Class ID: n03970156, Label: plunger
Index: 732, Class ID: n03976467, Label: Polaroid_camera
Index: 733, Class ID: n03976657, Label: pole
Index: 734, Class ID: n03977966, Label: police_van
Index: 735, Class ID: n03980874, Label: poncho
Index: 736, Class ID: n03982430, Label: pool_table
Index: 737, Class ID: n03983396, Label: pop_bottle
Index: 738, Class ID: n03991062, Label: pot
Index: 739, Class ID: n03992509, Label: potter's_wheel
Index: 740, Class ID: n03995372, Label: power_drill
Index: 741, Class ID: n03998194, Label: prayer_rug
Index: 742, Class ID: n04004767, Label: printer
Index: 743, Class ID: n04005630, Label: prison
Index: 744, Class ID: n04008634, Label: projectile
Index: 745, Class ID: n04009552, Label: projector
Index: 746, Class ID: n04019541, Label: puck
Index: 747, Class ID: n04023962, Label: punching_bag
Index: 748, Class ID: n04026417, Label: purse
Index: 749, Class ID: n04033901, Label: quill
Index: 750, Class ID: n04033995, Label: quilt
Index: 751, Class ID: n04037443, Label: racer
Index: 752, Class ID: n04039381, Label: racket
Index: 753, Class ID: n04040759, Label: radiator
Index: 754, Class ID: n04041544, Label: radio
Index: 755, Class ID: n04044716, Label: radio_telescope
Index: 756, Class ID: n04049303, Label: rain_barrel
Index: 757, Class ID: n04065272, Label: recreational_vehicle
Index: 758, Class ID: n04067472, Label: reel
Index: 759, Class ID: n04069434, Label: reflex_camera
Index: 760, Class ID: n04070727, Label: refrigerator
Index: 761, Class ID: n04074963, Label: remote_control
Index: 762, Class ID: n04081281, Label: restaurant
Index: 763, Class ID: n04086273, Label: revolver
Index: 764, Class ID: n04090263, Label: rifle
Index: 765, Class ID: n04099969, Label: rocking_chair
Index: 766, Class ID: n04111531, Label: rotisserie
Index: 767, Class ID: n04116512, Label: rubber_eraser
Index: 768, Class ID: n04118538, Label: rugby_ball
Index: 769, Class ID: n04118776, Label: rule
Index: 770, Class ID: n04120489, Label: running_shoe
Index: 771, Class ID: n04125021, Label: safe
Index: 772, Class ID: n04127249, Label: safety_pin
Index: 773, Class ID: n04131690, Label: saltshaker
Index: 774, Class ID: n04133789, Label: sandal
Index: 775, Class ID: n04136333, Label: sarong
Index: 776, Class ID: n04141076, Label: sax
Index: 777, Class ID: n04141327, Label: scabbard
Index: 778, Class ID: n04141975, Label: scale
Index: 779, Class ID: n04146614, Label: school_bus
Index: 780, Class ID: n04147183, Label: schooner
Index: 781, Class ID: n04149813, Label: scoreboard
Index: 782, Class ID: n04152593, Label: screen
Index: 783, Class ID: n04153751, Label: screw
Index: 784, Class ID: n04154565, Label: screwdriver
Index: 785, Class ID: n04162706, Label: seat_belt
Index: 786, Class ID: n04179913, Label: sewing_machine
Index: 787, Class ID: n04192698, Label: shield
Index: 788, Class ID: n04200800, Label: shoe_shop
Index: 789, Class ID: n04201297, Label: shoji
Index: 790, Class ID: n04204238, Label: shopping_basket
Index: 791, Class ID: n04204347, Label: shopping_cart
Index: 792, Class ID: n04208210, Label: shovel
Index: 793, Class ID: n04209133, Label: shower_cap
Index: 794, Class ID: n04209239, Label: shower_curtain
Index: 795, Class ID: n04228054, Label: ski
Index: 796, Class ID: n04229816, Label: ski_mask
Index: 797, Class ID: n04235860, Label: sleeping_bag
Index: 798, Class ID: n04238763, Label: slide_rule
Index: 799, Class ID: n04239074, Label: sliding_door
Index: 800, Class ID: n04243546, Label: slot
Index: 801, Class ID: n04251144, Label: snorkel
Index: 802, Class ID: n04252077, Label: snowmobile
Index: 803, Class ID: n04252225, Label: snowplow
Index: 804, Class ID: n04254120, Label: soap_dispenser
Index: 805, Class ID: n04254680, Label: soccer_ball
Index: 806, Class ID: n04254777, Label: sock
Index: 807, Class ID: n04258138, Label: solar_dish
Index: 808, Class ID: n04259630, Label: sombrero
Index: 809, Class ID: n04263257, Label: soup_bowl
Index: 810, Class ID: n04264628, Label: space_bar
Index: 811, Class ID: n04265275, Label: space_heater
Index: 812, Class ID: n04266014, Label: space_shuttle
Index: 813, Class ID: n04270147, Label: spatula
Index: 814, Class ID: n04273569, Label: speedboat
Index: 815, Class ID: n04275548, Label: spider_web
Index: 816, Class ID: n04277352, Label: spindle
Index: 817, Class ID: n04285008, Label: sports_car
Index: 818, Class ID: n04286575, Label: spotlight
Index: 819, Class ID: n04296562, Label: stage
Index: 820, Class ID: n04310018, Label: steam_locomotive
Index: 821, Class ID: n04311004, Label: steel_arch_bridge
Index: 822, Class ID: n04311174, Label: steel_drum
Index: 823, Class ID: n04317175, Label: stethoscope
Index: 824, Class ID: n04325704, Label: stole
Index: 825, Class ID: n04326547, Label: stone_wall
Index: 826, Class ID: n04328186, Label: stopwatch
Index: 827, Class ID: n04330267, Label: stove
Index: 828, Class ID: n04332243, Label: strainer
Index: 829, Class ID: n04335435, Label: streetcar
Index: 830, Class ID: n04336792, Label: stretcher
Index: 831, Class ID: n04344873, Label: studio_couch
Index: 832, Class ID: n04346328, Label: stupa
Index: 833, Class ID: n04347754, Label: submarine
Index: 834, Class ID: n04350905, Label: suit
Index: 835, Class ID: n04355338, Label: sundial
Index: 836, Class ID: n04355933, Label: sunglass
Index: 837, Class ID: n04356056, Label: sunglasses
Index: 838, Class ID: n04357314, Label: sunscreen
Index: 839, Class ID: n04366367, Label: suspension_bridge
Index: 840, Class ID: n04367480, Label: swab
Index: 841, Class ID: n04370456, Label: sweatshirt
Index: 842, Class ID: n04371430, Label: swimming_trunks
Index: 843, Class ID: n04371774, Label: swing
Index: 844, Class ID: n04372370, Label: switch
Index: 845, Class ID: n04376876, Label: syringe
Index: 846, Class ID: n04380533, Label: table_lamp
Index: 847, Class ID: n04389033, Label: tank
Index: 848, Class ID: n04392985, Label: tape_player
Index: 849, Class ID: n04398044, Label: teapot
Index: 850, Class ID: n04399382, Label: teddy
Index: 851, Class ID: n04404412, Label: television
Index: 852, Class ID: n04409515, Label: tennis_ball
Index: 853, Class ID: n04417672, Label: thatch
Index: 854, Class ID: n04418357, Label: theater_curtain
Index: 855, Class ID: n04423845, Label: thimble
Index: 856, Class ID: n04428191, Label: thresher
Index: 857, Class ID: n04429376, Label: throne
Index: 858, Class ID: n04435653, Label: tile_roof
Index: 859, Class ID: n04442312, Label: toaster
Index: 860, Class ID: n04443257, Label: tobacco_shop
Index: 861, Class ID: n04447861, Label: toilet_seat
Index: 862, Class ID: n04456115, Label: torch
Index: 863, Class ID: n04458633, Label: totem_pole
Index: 864, Class ID: n04461696, Label: tow_truck
Index: 865, Class ID: n04462240, Label: toyshop
Index: 866, Class ID: n04465501, Label: tractor
Index: 867, Class ID: n04467665, Label: trailer_truck
Index: 868, Class ID: n04476259, Label: tray
Index: 869, Class ID: n04479046, Label: trench_coat
Index: 870, Class ID: n04482393, Label: tricycle
Index: 871, Class ID: n04483307, Label: trimaran
Index: 872, Class ID: n04485082, Label: tripod
Index: 873, Class ID: n04486054, Label: triumphal_arch
Index: 874, Class ID: n04487081, Label: trolleybus
Index: 875, Class ID: n04487394, Label: trombone
Index: 876, Class ID: n04493381, Label: tub
Index: 877, Class ID: n04501370, Label: turnstile
Index: 878, Class ID: n04505470, Label: typewriter_keyboard
Index: 879, Class ID: n04507155, Label: umbrella
Index: 880, Class ID: n04509417, Label: unicycle
Index: 881, Class ID: n04515003, Label: upright
Index: 882, Class ID: n04517823, Label: vacuum
Index: 883, Class ID: n04522168, Label: vase
Index: 884, Class ID: n04523525, Label: vault
Index: 885, Class ID: n04525038, Label: velvet
Index: 886, Class ID: n04525305, Label: vending_machine
Index: 887, Class ID: n04532106, Label: vestment
Index: 888, Class ID: n04532670, Label: viaduct
Index: 889, Class ID: n04536866, Label: violin
Index: 890, Class ID: n04540053, Label: volleyball
Index: 891, Class ID: n04542943, Label: waffle_iron
Index: 892, Class ID: n04548280, Label: wall_clock
Index: 893, Class ID: n04548362, Label: wallet
Index: 894, Class ID: n04550184, Label: wardrobe
Index: 895, Class ID: n04552348, Label: warplane
Index: 896, Class ID: n04553703, Label: washbasin
Index: 897, Class ID: n04554684, Label: washer
Index: 898, Class ID: n04557648, Label: water_bottle
Index: 899, Class ID: n04560804, Label: water_jug
Index: 900, Class ID: n04562935, Label: water_tower
Index: 901, Class ID: n04579145, Label: whiskey_jug
Index: 902, Class ID: n04579432, Label: whistle
Index: 903, Class ID: n04584207, Label: wig
Index: 904, Class ID: n04589890, Label: window_screen
Index: 905, Class ID: n04590129, Label: window_shade
Index: 906, Class ID: n04591157, Label: Windsor_tie
Index: 907, Class ID: n04591713, Label: wine_bottle
Index: 908, Class ID: n04592741, Label: wing
Index: 909, Class ID: n04596742, Label: wok
Index: 910, Class ID: n04597913, Label: wooden_spoon
Index: 911, Class ID: n04599235, Label: wool
Index: 912, Class ID: n04604644, Label: worm_fence
Index: 913, Class ID: n04606251, Label: wreck
Index: 914, Class ID: n04612504, Label: yawl
Index: 915, Class ID: n04613696, Label: yurt
Index: 916, Class ID: n06359193, Label: web_site
Index: 917, Class ID: n06596364, Label: comic_book
Index: 918, Class ID: n06785654, Label: crossword_puzzle
Index: 919, Class ID: n06794110, Label: street_sign
Index: 920, Class ID: n06874185, Label: traffic_light
Index: 921, Class ID: n07248320, Label: book_jacket
Index: 922, Class ID: n07565083, Label: menu
Index: 923, Class ID: n07579787, Label: plate
Index: 924, Class ID: n07583066, Label: guacamole
Index: 925, Class ID: n07584110, Label: consomme
Index: 926, Class ID: n07590611, Label: hot_pot
Index: 927, Class ID: n07613480, Label: trifle
Index: 928, Class ID: n07614500, Label: ice_cream
Index: 929, Class ID: n07615774, Label: ice_lolly
Index: 930, Class ID: n07684084, Label: French_loaf
Index: 931, Class ID: n07693725, Label: bagel
Index: 932, Class ID: n07695742, Label: pretzel
Index: 933, Class ID: n07697313, Label: cheeseburger
Index: 934, Class ID: n07697537, Label: hotdog
Index: 935, Class ID: n07711569, Label: mashed_potato
Index: 936, Class ID: n07714571, Label: head_cabbage
Index: 937, Class ID: n07714990, Label: broccoli
Index: 938, Class ID: n07715103, Label: cauliflower
Index: 939, Class ID: n07716358, Label: zucchini
Index: 940, Class ID: n07716906, Label: spaghetti_squash
Index: 941, Class ID: n07717410, Label: acorn_squash
Index: 942, Class ID: n07717556, Label: butternut_squash
Index: 943, Class ID: n07718472, Label: cucumber
Index: 944, Class ID: n07718747, Label: artichoke
Index: 945, Class ID: n07720875, Label: bell_pepper
Index: 946, Class ID: n07730033, Label: cardoon
Index: 947, Class ID: n07734744, Label: mushroom
Index: 948, Class ID: n07742313, Label: Granny_Smith
Index: 949, Class ID: n07745940, Label: strawberry
Index: 950, Class ID: n07747607, Label: orange
Index: 951, Class ID: n07749582, Label: lemon
Index: 952, Class ID: n07753113, Label: fig
Index: 953, Class ID: n07753275, Label: pineapple
Index: 954, Class ID: n07753592, Label: banana
Index: 955, Class ID: n07754684, Label: jackfruit
Index: 956, Class ID: n07760859, Label: custard_apple
Index: 957, Class ID: n07768694, Label: pomegranate
Index: 958, Class ID: n07802026, Label: hay
Index: 959, Class ID: n07831146, Label: carbonara
Index: 960, Class ID: n07836838, Label: chocolate_sauce
Index: 961, Class ID: n07860988, Label: dough
Index: 962, Class ID: n07871810, Label: meat_loaf
Index: 963, Class ID: n07873807, Label: pizza
Index: 964, Class ID: n07875152, Label: potpie
Index: 965, Class ID: n07880968, Label: burrito
Index: 966, Class ID: n07892512, Label: red_wine
Index: 967, Class ID: n07920052, Label: espresso
Index: 968, Class ID: n07930864, Label: cup
Index: 969, Class ID: n07932039, Label: eggnog
Index: 970, Class ID: n09193705, Label: alp
Index: 971, Class ID: n09229709, Label: bubble
Index: 972, Class ID: n09246464, Label: cliff
Index: 973, Class ID: n09256479, Label: coral_reef
Index: 974, Class ID: n09288635, Label: geyser
Index: 975, Class ID: n09332890, Label: lakeside
Index: 976, Class ID: n09399592, Label: promontory
Index: 977, Class ID: n09421951, Label: sandbar
Index: 978, Class ID: n09428293, Label: seashore
Index: 979, Class ID: n09468604, Label: valley
Index: 980, Class ID: n09472597, Label: volcano
Index: 981, Class ID: n09835506, Label: ballplayer
Index: 982, Class ID: n10148035, Label: groom
Index: 983, Class ID: n10565667, Label: scuba_diver
Index: 984, Class ID: n11879895, Label: rapeseed
Index: 985, Class ID: n11939491, Label: daisy
Index: 986, Class ID: n12057211, Label: yellow_lady's_slipper
Index: 987, Class ID: n12144580, Label: corn
Index: 988, Class ID: n12267677, Label: acorn
Index: 989, Class ID: n12620546, Label: hip
Index: 990, Class ID: n12768682, Label: buckeye
Index: 991, Class ID: n12985857, Label: coral_fungus
Index: 992, Class ID: n12998815, Label: agaric
Index: 993, Class ID: n13037406, Label: gyromitra
Index: 994, Class ID: n13040303, Label: stinkhorn
Index: 995, Class ID: n13044778, Label: earthstar
Index: 996, Class ID: n13052670, Label: hen-of-the-woods
Index: 997, Class ID: n13054560, Label: bolete
Index: 998, Class ID: n13133613, Label: ear
Index: 999, Class ID: n15075141, Label: toilet_tissue
